Old URLs,New URLs,Product Name
customisedcakes/Tiffany-Ocean-Mermaid-Cake,Customised/Tiffany-Ocean-Mermaid-Cake,Tiffany Ocean Mermaid Cake
customisedcakes/Toads-and-Snakes-Garden-Birthday-Cake,Customised/Toads-and-Snakes-Garden-Birthday-Cake,Toads and Snakes Garden Birthday Cake
customisedcakes/tom-yam-seafood-cup-noodle-cake,Customised/tom-yam-seafood-cup-noodle-cake,Tom Yam Seafood Cup Noodle Cake
customisedcakes/Tommee-Tippee-Baby-Bottle-Cake,Customised/Tommee-Tippee-Baby-Bottle-Cake,Tommee Tippee Baby Bottle Cake
customisedcakes/Totoro-Inspired-Birthday-Cake,Customised/Totoro-Inspired-Birthday-Cake,Semi-Naked Totoro Inspired Cake
customisedcakes/Toucan-Garden-Cake,Customised/toucan-garden-cake-with-monstera-leaves,Toucan Garden Cake with Monstera Leaves
customisedcakes/Toy-Story-Inspired-Cake,Customised/Toy-Story-Inspired-Cake,Toy Story Inspired Cake
customisedcakes/Transformers-Inspired-Bumble-Bee-Cake,Customised/Transformers-Inspired-Bumble-Bee-Cake,Transformers Inspired Bumble Bee Cake
customisedcakes/Travel-Themed-Cake-for-Her,Customised/Travel-Themed-Cake-for-Her,Travel Themed Cake for Her
customisedcakes/Trending-Peel-Me-Cake,Customised/Trending-Peel-Me-Cake,Trending Peel Me Cake
customisedcakes/trendingcakes/burn-away-cake,Customised/trendingcakes/burn-away-cake,Burn Away Cake
customisedcakes/trendingcakes/viral-burn-away-cake,Customised/trendingcakes/viral-burn-away-cake,Viral Burn Away Cake
customisedcakes/Trio-Colored-Mermaid-Rosette-Cake,Customised/Trio-Colored-Mermaid-Rosette-Cake,Trio Colored Mermaid Rosette Cake
customisedcakes/Tropical-Cake-with-Monstera-Leaves,Customised/Tropical-Cake-with-Monstera-Leaves,Tropical Cake with Monstera Leaves
customisedcakes/tropical-island-princess-cake,Customised/tropical-island-princess-cake,Tropical Island Princess Cake
customisedcakes/True-and-The-Rainbow-Kingdom-Drip-Cake,Customised/True-and-The-Rainbow-Kingdom-Drip-Cake,True and The Rainbow Kingdom Drip Cake
customisedcakes/turquoise-olympic-theme-cake,Customised/turquoise-olympic-theme-cake,Turquoise Olympic-theme Cake
customisedcakes/Tutti-Frutti-Cake,Customised/Tutti-Frutti-Cake,Candy Cake with Lollies and Donut
customisedcakes/two-tone-purple-heart-shaped-vintage-cake,Customised/two-tone-purple-heart-shaped-vintage-cake,Two-tone Purple Heart-shaped Vintage Cake
customisedcakes/Under-the-Sea-Ariel-Birthday-Cake,Customised/Under-the-Sea-Ariel-Birthday-Cake,Under the Sea Ariel Birthday Cake
customisedcakes/Under-the-Sea-Cake-with-Crabs,Customised/Under-the-Sea-Cake-with-Crabs,Nautical Under The Sea Cake With Crabs
customisedcakes/Under-the-Sea-Cake-with-Octopus,Customised/Under-the-Sea-Cake-with-Octopus,Under the Sea Turquoise Ombre Cake with Octopus
customisedcakes/Under-the-Sea-Cake-with-Whale,Customised/Under-the-Sea-Cake-with-Whale,Rustic Under the Sea Cake with Whale
customisedcakes/Under-the-Sea-Mama-Shark-Cake,Customised/Under-the-Sea-Mama-Shark-Cake,Under the Sea Mama Shark Cake
customisedcakes/Unicorn-and-Girl-Cake,Customised/Unicorn-and-Girl-Cake,Magical Unicorn and Little Girl Cake
customisedcakes/Unicorn-Cake-in-Pink-with-Gold-Horn,Customised/Unicorn-Cake-in-Pink-with-Gold-Horn,Unicorn Cake in Pink with Gold Horn
customisedcakes/unicorn-cake-mini-unicorn,Customised/unicorn-cake-mini-unicorn,Unicorn Cake with Gold Horn and a Cute Mini Unicorn
customisedcakes/Unicorn-in-Sweet-Pink-and-Gold,Customised/Unicorn-in-Sweet-Pink-and-Gold,Unicorn in Sweet Pink and Gold
customisedcakes/Unicorn-Pastel-Cake,Customised/Unicorn-Pastel-Cake,Elegant Pastel Unicorn Cake with Gold Horn
customisedcakes/Unicorn-Princess-Rainbow-Cake,Customised/Unicorn-Princess-Rainbow-Cake,Unicorn and Princess Rainbow Cake
customisedcakes/Unicorn-Rainbow-Cake,Customised/Unicorn-Rainbow-Cake,Magical Unicorn Pastel Rainbow Cake
customisedcakes/Unicorn-with-Black-Eyes-and-Gold-Horn,Customised/Unicorn-with-Black-Eyes-and-Gold-Horn,Unicorn with Black Eyes and Gold Horn
customisedcakes/Unicorn-with-Rainbow-Lollies-Cake,Customised/Unicorn-with-Rainbow-Lollies-Cake,Unicorn with Rainbow Lollies Cake
customisedcakes/Unicorn-with-Ribbon,Customised/Unicorn-with-Ribbon,Magical Unicorn Cake With Pink Ribbon
customisedcakes/Up-Up-and-Away-Anniversary-Cake,Customised/Up-Up-and-Away-Anniversary-Cake,"Up, Up, and Away Hot Air Balloon Anniversary Cake"
customisedcakes/Upside-Down-Ice-Cream-Cone-Cake-in-Blue,Customised/Upside-Down-Ice-Cream-Cone-Cake-in-Blue,Upside Down Ice Cream Cone Cake in Blue
customisedcakes/Vegeta-Dragon-Ball-Cake,Customised/Vegeta-Dragon-Ball-Cake,Vegeta Dragon Ball Cake
customisedcakes/vintage-style-feminine-photo-cake,Customised/vintage-style-feminine-photo-cake,Vintage Style Feminine Photo Cake
customisedcakes/vintage-style-pink-and-cherry-red-cake-with-lipstick-candle,Customised/vintage-style-pink-and-cherry-red-cake-with-lipstick-candle,Vintage Style Pink and Cherry Red Cake with Lipstick Candle
customisedcakes/Violet-Paddlepop-Cake-with-Glitter-Stars,Customised/Violet-Paddlepop-Cake-with-Glitter-Stars,Violet Paddlepop Cake with Glitter Stars
customisedcakes/viral-burn-away-cake-2-layer,Customised/viral-burn-away-cake-2-layer,Viral Burn Away Cake
customisedcakes/Volleyball-Fanatic-Birthday-Cake,Customised/Volleyball-Fanatic-Birthday-Cake,Volleyball Fanatic Birthday Cake
customisedcakes/Wakesurf-Lover-Cake,Customised/Wakesurf-Lover-Cake,Wakesurf Lover Cake
customisedcakes/watermelon-jellycat-birthday-cake,Customised/watermelon-jellycat-birthday-cake,Watermelon Jellycat Birthday Cake
customisedcakes/Weight-Lifting-Kettlebell-Cake-Pink,Customised/Weight-Lifting-Kettlebell-Cake-Pink,Weight Lifting Kettlebell Cake in Pink
customisedcakes/What-will-Baby-Bee-Gender-Reveal-Cake,Customised/What-will-Baby-Bee-Gender-Reveal-Cake,What will Baby Bee - Gender Reveal Cake
customisedcakes/Wheels-and-Gold-Bars-Cake,Customised/Wheels-and-Gold-Bars-Cake,Wheels and Gold Bars Cake in Classy White
customisedcakes/Whiskey-Barrel-Gold-Coins-Cake,Customised/Whiskey-Barrel-Gold-Coins-Cake,Whiskey Barrel and Gold Coins Cake
customisedcakes/Whiskey-Cake-With-Gold-Balls-And-Drip,Customised/Whiskey-Cake-With-Gold-Balls-And-Drip,Whiskey Liquor Cake with Gold Ornaments and Drip
customisedcakes/Whiskey-Liquor-Designer-Cake,Customised/Whiskey-Liquor-Designer-Cake,Whiskey Liquor Designer Cake with Gold Fondant Number
customisedcakes/white-and-red-vintage-crown-cake,Customised/white-and-red-vintage-crown-cake,White and Red Vintage Crown Cake
customisedcakes/white-marble-cake-with-macarons,Customised/black-accent-marble-cake-with-macarons,Black Accent Marble Cake with Macarons
customisedcakes/Wild-Animals-Safari-Jungle-Cake,Customised/Wild-Animals-Safari-Jungle-Cake,Wild Animals Safari Jungle Cake
customisedcakes/Willy-Wonka-Charlie-and-the-Chocolate-Factory-Inspired-Cake,Customised/Willy-Wonka-Charlie-and-the-Chocolate-Factory-Inspired-Cake,Willy Wonka Charlie and the Chocolate Factory Inspired Cake
customisedcakes/Winnie-the-Pooh-Cake,Customised/Winnie-the-Pooh-Cake,Winnie the Pooh Cake with Bee Lines
customisedcakes/winnie-the-pooh-cake-with-dog-fondant-topper,Customised/winnie-the-pooh-cake-with-dog-fondant-topper,Winnie the Pooh Cake with Dog Fondant Topper
customisedcakes/World-Cup-Football-Soccer-Themed-Cake,Customised/World-Cup-Football-Soccer-Themed-Cake,World Cup Football Soccer Themed Cake
customisedcakes/yellow-construction-excavator-cake,Customised/yellow-construction-excavator-cake,Yellow Construction Excavator Cake with Bricks
customisedcakes/yellow-pororo-figurine-cake,Customised/yellow-pororo-figurine-cake,Yellow Pororo Figurine Cake
customisedcakes/yoga-labubu-the-monsters-surprise-blind-box-cake,Customised/yoga-labubu-the-monsters-surprise-blind-box-cake,Yoga Labubu the Monsters Surprise Blind Box Cake
customisedcakesColourful-My-Little-Pony-Rainbow-Cake,Customised/Colourful-My-Little-Pony-Rainbow-Cake,Colourful My Little Pony Rainbow Cake
Deep-Blue-Champagne-Cake-with-Company-Logo,Customised/Deep-Blue-Champagne-Cake-with-Company-Logo,Deep Blue Champagne Company Anniversary Cake with Company Logo
easter-day-cake,Customised/easter-day-cake,Easter Day Cake
Edelweiss-Alps-Cake,Customised/Edelweiss-Alps-Cake,Edelweiss Alps Cake
Edible-Printed-Company-Congratulatory-Cake,Customised/Edible-Printed-Company-Congratulatory-Cake,Edible Printed Company Congratulatory Cake
Edible-Printed-Photo-Corporate-Cake,Customised/Edible-Printed-Photo-Corporate-Cake,Edible Printed Photo Corporate Cake
elegant-pink-vintage-style-cake-with-big-bow,Customised/elegant-pink-vintage-style-cake-with-big-bow,Elegant Pink Vintage Style Cake with Big Bow
employee-appreciation-day-brownies,Customised/employee-appreciation-day-brownies,Employee Appreciation Day Brownies (L)
employee-appreciation-day-brownies-small,Customised/employee-appreciation-day-brownies-small,Employee Appreciation Day Brownies (S)
fathersday/best-dad-ever-bundle,collections/Father's-Day,Best Dad Ever Bundle
fathersday/Fathers-Day-Sweet-Indulgence-Bundle,collections/Father's-Day,Father's Day Sweet Indulgence Bundle
fathersday/Fathers-Day-Ultimate-Sumptuous-Bundle,collections/Father's-Day,Father's Day Ultimate Sumptuous Bundle
fathersday/fathers-day-brownie-mini,collections/Father's-Day,Letter to Dad Brownie (Mini)
fathersday/fathers-day-brownie-regular,collections/Father's-Day,Letter to Dad Brownie (Regular)
fathersday/fathers-day-cake,collections/Father's-Day,Father's Day Cake
fathersday/fathers-day-cake-,collections/Father's-Day,Father's Day Cake
fathersday/fathers-day-cake-1,collections/Father's-Day,Father's Day Cake
fathersday/fathers-day-delight-bundle,collections/Father's-Day,Father's Day Delight Bundle
fathersday/fathers-day-mango-shortcake,collections/Father's-Day,Father's Day Mango Shortcake
fathersday/fathers-day-superdad-cake,collections/Father's-Day,Father's Day SuperDad Cake
fathersday/super-dad-bundle,collections/Father's-Day,Super Dad Bundle
genderrevealcake/Dreamy-Baby-Bear-Gender-Reveal-Cake,Customised/Dreamy-Baby-Bear-Gender-Reveal-Cake,Dreamy Baby Bear Gender Reveal Cake
happy-birthday-brownies,pastries/happy-birthday-brownies,Happy Birthday Brownies (L)
happy-birthday-brownies-s,pastries/happy-birthday-brownies-s,Happy Birthday Brownies (S)
hari-raya-cupcakes,collections/Mini-Bites,Hari Raya Cupcakes - 6s
Heineken-Bucket-Cake,Customised/Heineken-Bucket-Cake,Heineken Bucket Cake
I-heart-you-Brownie-Bundle,collections/Mini-Bites,I heart you *Brownie Bundle* (2s)
I-heart-you-Brownies,collections/Mini-Bites,I heart you Brownies
international-womens-day-cake,Customised/international-womens-day-cake,International Women's Day Cake
international-womens-day-cupcakes,Customised/international-womens-day-cupcakes,International Women's Day Cupcakes (2s)
Jellycat-Bunny-Cake-with-Rosettes-and-Number-Placard,Customised/Jellycat-Bunny-Cake-with-Rosettes-and-Number-Placard,Jellycat Bunny Cake with Rosettes and Number Placard
labour-day-pastry-box,Customised/labour-day-pastry-box,Labour Day Pastry Box
Longevity-Pinata,Customised/Longevity-Pinata,Longevity Pinata
love-is-in-the-air-valentines-cake,Customised/love-is-in-the-air-valentines-cake,Love is in the Air Mini Valentines Cake
Lucky-Yellow-Ombre-Cake-with-Gold-Balls-and-Company-Logo,Customised/Lucky-Yellow-Ombre-Cake-with-Gold-Balls-and-Company-Logo,Lucky Yellow Corporate Cake with Gold Ornaments and Company Logo
Mandarin-Oranges-Mini-Cupcakes,Customised/Customised/Mandarin-Oranges-Mini-Cupcakes,Mandarin Oranges Mini Cupcakes 25s
me-myself-&-i-cupcakes-2s,Customised/me-myself-&-i-cupcakes-2s,"Me, Myself & I Cupcake (2s)"
mini-hari-raya-cake,Customised/mini-hari-raya-cake,Mini Hari Raya Cake
minicakes/Cascading-Piped-Mini-Floral-Cake-in-Pink,Customised/Cascading-Piped-Mini-Floral-Cake-in-Pink,Cascading Piped Floral Mini Cake in Pink
minicakes/Classic-Concrete-Mini-Cake-with-Gold-Leaves,Customised/Classic-Concrete-Mini-Cake-with-Gold-Leaves,Classic Concrete Mini Cake with Gold Leaves
minicakes/Dusty-Blue-Clouds-Mini-Cake,Customised/Dusty-Blue-Clouds-Mini-Cake,Dusty Pastel Blue Clouds Mini Cake
minicakes/Dusty-Rose-Marbled-Cake-with-Macarons,Customised/Dusty-Rose-Marbled-Cake-with-Macarons,Dusty Rose Marbled Mini Cake with Macarons
minicakes/funfetti-cake,Customised/funfetti-cake,Funfetti Mini Cake with Number Flag
minicakes/Lavender-Marble-Cake,Customised/Lavender-Marble-Cake,Lavender Flora Marble Mini Cake
minicakes/Lilac-Floral-Marble-Mini-Cake,Customised/Lilac-Floral-Marble-Mini-Cake,Lilac Floral Marble Mini Cake
minicakes/Lucky-FA-Fortune-Mahjong-Mini-Cake,Customised/Lucky-FA-Fortune-Mahjong-Mini-Cake,Lucky FA Fortune Mahjong Mini Cake
minicakes/Mini-Strawberries-Studded-Cake,Customised/Mini-Strawberries-Studded-Cake,Mini Strawberries Studded Cake
minicakes/Mini-Sweet-Heart-Birthday-Cake,Customised/Mini-Sweet-Heart-Birthday-Cake,Mini Sweet Heart Birthday Cake
minicakes/Minimalist-Shades-of-Blue-Mini-Cake,Customised/Minimalist-Shades-of-Blue-Mini-Cake,Minimalist Shades of Blue Mini Cake
minicakes/Minimalistic-Marble-Blue-Cake,Customised/Minimalistic-Marble-Blue-Cake,Minimalistic Marble Blue Mini Cake
minicakes/Ombre-Blue-Mini-Cake-with-Sprinkles-and-Fondant-Number,Customised/Ombre-Blue-Mini-Cake-with-Sprinkles-and-Fondant-Number,Ombre Blue Mini Cake with Sprinkles and Fondant Number
minicakes/Pastel-Pink-and-Teal-Abstract-Cake-with-Gold-Leaves,Customised/Pastel-Pink-and-Teal-Abstract-Cake-with-Gold-Leaves,Pastel Pink and Turquoise Abstract Mini Cake with Gold Leaves
minicakes/Rainbow-Funfetti-Mini-Cake,Customised/Rainbow-Funfetti-Mini-Cake,Rainbow Hundred and Thousands Mini Cake
minicakes/Rustic-White-Cake-with-Gold-Tipped-Feathers,Customised/Rustic-White-Cake-with-Gold-Tipped-Feathers,Rustic White Mini Cake with Gold Tipped Feathers
minicakes/White-Grey-Marble-Cake-with-Macarons,Customised/White-Grey-Marble-Cake-with-Macarons,White Grey Marble Mini Cake with Macarons
minitarts/assorted-mini-tarts-nestle,pastries/Assorted-Mini-Tarts,Assorted Mini Tarts (in collaboration with Nestlé)
Mothers-Day-Bow-Cake,collections/Mother's-Day,Mother's Day Bow Cake
mothers-day-cake,collections/Mother's-Day,Mother's Day Cake
Mothers-Day-Cake-Bundle,collections/Mother's-Day,Mother's Day Cake Bundle
Mothers-Day-Chrysanthemum-Hearts-Mini-Tarts,collections/Mother's-Day,I Love You Pink Lemonade Hearts Mini Tarts
mothers-day-specials/love-letter-brownies-mini,collections/Mother's-Day,Love Letter Brownies (Mini)
mothers-day-specials/love-letter-brownies-regular,collections/Mother's-Day,Love Letter Brownies (Regular)
mothers-day-specials/mini-strawberry-heart-cake,collections/Mother's-Day,Mini Strawberry Heart Cake
mothers-day-specials/mothers-day-blooms,collections/Mother's-Day,Mother's Day Blooms
mothers-day-specials/signature-treat-set,collections/Mother's-Day,Signature Treat Set
mothers-day-specials/strawberry-heart-cake,collections/Mother's-Day,Strawberry Heart Cake
mothers-day-specials/sweet-blooms-bundle,collections/Mother's-Day,Sweet Blooms Bundle
mothers-day-specials/sweetheart-duo,collections/Mother's-Day,Sweetheart Duo
mothersdaycake/Mini-Dusty-Rose-Marble-Cake,collections/Mother's-Day,Classy Mini Dusty Rose Marble Cake
national-day-bundle,Seasonal/national-day-bundle,National Day Cake Bundle
national-day-cake,Seasonal/national-day-cake,National Day Cake
national-day-cupcakes,Seasonal/national-day-cupcakes,National Day Cupcakes
nurse-day-cake,Customised/nurse-day-cake,Nurse Day Cake
nurse-day-cupcakes,Customised/nurse-day-cupcakes-dozen,Nurse Day Cupcakes (Dozen)
Osmanthus-Oolong-Blondies,collections/Mini-Bites,Osmanthus Oolong Blondies
partyaccessories/birthday-kit-essentials,accessories/birthday-kit-essentials,Birthday Kit Essentials
partyaccessories/cake-cooler-bag-large,accessories/cake-cooler-bag-large,Cake Cooler Bag (Large)
partyaccessories/cake-cooler-bag-small,accessories/cake-cooler-bag-small,Cake Cooler Bag (Small)
partyaccessories/colorful-fondant-names,accessories/colorful-fondant-names,Colorful Fondant Name (Maximum 9 Letters)
partyaccessories/fairy-lights,accessories/fairy-lights,Magical LED Fairy Lights on Cake
partyaccessories/fondant-name,accessories/fondant-name,Fondant Name (Maximum 9 Letters)
partyaccessories/fondant-number,accessories/fondant-number,Fondant Number (Single Number)
partyaccessories/Generic-Gold-Happy-Birthday-Topper,accessories/Generic-Gold-Happy-Birthday-Topper,Generic Gold Happy Birthday Topper
partyaccessories/gift-card,accessories/gift-card,Bob the Baker Boy Gift Card
partyaccessories/Gold-Fondant-Names,accessories/Gold-Fondant-Names,Gold Fondant Names (Maximum 9 Letters)
partyaccessories/gold-fondant-number,accessories/gold-fondant-number,Gold Fondant Number (Single Number)
partyaccessories/gold-number-candle,accessories/gold-number-candle,Small Gold Number Candle (Single Number)
partyaccessories/Gold-Shou-Topper,accessories/Gold-Shou-Topper,Gold Shou Topper
partyaccessories/Green-Wavy-Candle,accessories/Green-Wavy-Candle,Green Wavy Candle
partyaccessories/long-gold-candle,accessories/long-gold-candle,Long Gold Birthday Party Candle
partyaccessories/Mini-Fondant-Letterings,accessories/Mini-Fondant-Letterings,Mini Fondant Letterings (Maximum 10 Letters)
partyaccessories/Pink-Wavy-Candle,accessories/Pink-Wavy-Candle,Pink Wavy Candle
partyaccessories/Purple-Wavy-Candle,accessories/Purple-Wavy-Candle,Purple Wavy Candle
partyaccessories/red-shou-topper,accessories/red-shou-topper,Red Shou Topper
partyaccessories/sparkler-candle,accessories/sparkler-candle,Sparkler Candle (Firework Candle - Large)
partyaccessories/White-Wavy-Candle,accessories/White-Wavy-Candle,White Wavy Candle
partyaccessories/Wooden-Happy-Birthday-Topper,accessories/Wooden-Happy-Birthday-Topper,Wooden Happy Birthday Topper
Pastel-Champagne-Cake-with-Company-Logo,Customised/Pastel-Champagne-Cake-with-Company-Logo,Pastel Champagne Company Anniversary Cake with Company Logo
pastries/alphabet-cupcake,Customised/alphabet-cupcake,Alphabet Letter Cupcakes
pastries/assorted-lava-muffins,pastries/Assorted-Mini-Tarts,Assorted Lava Muffins
pastries/assorted-macarons,pastries/Assorted-Mini-Tarts,Assorted Macarons
pastries/assorted-party-pack,Pastries/Assorted-Party-Pack-Box-of-24,Assorted Party Pack (25pcs)
pastries/Assorted-Party-Pack-8s,Pastries/Assorted-Party-Pack-Box-of-24,Assorted Party Pack (8pcs)
pastries/blue-macarons,pastries/Assorted-Mini-Tarts,Blue Macarons
pastries/blue-party-pack,Pastries/Assorted-Party-Pack-Box-of-24,Pastel Blue Party Pack
pastries/Blue-popsicle-cake,Customised/Blue-and-Gold-Cake-Pops,Blue and Gold Cake Pops (4pcs)
pastries/Blueberry-Cheesecake-tart,pastries/Assorted-Mini-Tarts,Blueberry Cheesecake Tart (12pcs)
pastries/brownie-bites,Customised/brownie-bites,Brownie Bites
pastries/brulee-cheese-tarts,pastries/Assorted-Mini-Tarts,Tangy Brûlée Cheese Tarts (12pcs)
pastries/Crunchy-Speculoos-Blondies,pastries/Assorted-Brownies-Box,Speculoos Blondies
pastries/cupcake-decorating-kit,Customised/cupcake-decorating-kit,Cupcake Decorating Kit
pastries/cupcakes,collections/Cupcakes,Basic Single Flavor Cupcakes (Dozen)
pastries/dark-chocolate-rocher-cake-pops,Customised/dark-chocolate-rocher-cake-pops,Dark Chocolate Rocher Cake Pops (4 pcs)
pastries/Deepavali-Cupcakes,Customised/Deepavali-Cupcakes,Deepavali Cupcakes
pastries/deepavali-mini-cupcakes-party-pack,Pastries/Assorted-Party-Pack-Box-of-24,Deepavali Mini Cupcakes Party Pack
pastries/Diwali-Cupcakes-Party-Set,Customised/Diwali-Cupcakes-Party-Set,Diwali Cupcakes Party Set
pastries/employee-appreciation-box,Customised/employee-appreciation-box,Employee Appreciation Box
pastries/milo-brownies,Pastries/dark-chocolate-brownies-4pcs,Milo Brownies
pastries/Milo-Brownies-old,Pastries/dark-chocolate-brownies-4pcs,Milo Brownies (Old)
pastries/Mini-Deepavali-Assorted-Cupcakes-Set,Customised/Mini-Deepavali-Assorted-Cupcakes-Set,Mini Deepavali Assorted Cupcakes Set
pastries/Mixed-Brownies-Party-Box,pastries/Assorted-Brownie-Box,Mixed Brownies Party Box
pastries/pink-party-pack,Pastries/Assorted-Party-Pack-Box-of-24,Pink Party Pack
pastries/purple-party-pack,Pastries/Assorted-Party-Pack-Box-of-24,Purple Party Pack
pastries/rainbow-party-pack,Pastries/Assorted-Party-Pack-Box-of-25,Rainbow Party Pack
pastries/realistic-banana-chocolate-cake-pops,Customised/realistic-banana-chocolate-cake-pops,Realistic Banana Chocolate Cake Pops
pastries/Safari-Animal-Cake-Pops,Customised/Safari-Animal-Cake-Pops,Safari Animal Cake Pops(4 pcs)
pastries/Salted-Caramel-Chocolate-Tarts,pastries/Assorted-Mini-Tarts,Salted Caramel Chocolate Tarts
pastries/Strawberry-Pink-Macarons-Cake,pastries/Assorted-Mini-Tarts,Strawberry Pink Macarons Cake
pastries/teachers-day-cake-pops-box-of-4,Customised/teachers-day-cake-pops-box-of-4,Teacher's Day Cake Pops (Box of 4)
pastries/teachers-day-cake-pops-single,Customised/teachers-day-cake-pops-single,Teacher's Day Cake Pops (Single)
pastries/Under-the-Sea-Cake-Pops,Customised/Under-the-Sea-Cake-Pops,Under the Sea Cake Pops(4pcs)
pastries/white-and-gold-party-pack,Pastries/Assorted-Party-Pack-Box-of-24,White and Gold Party Pack
pastries/white-chocolate-rocher-cake-pops,Customised/white-chocolate-rocher-cake-pops,White Chocolate Rocher Cake Pops (4 pcs)
pastries/white-macarons,Customised/white-macarons,White Macarons
pastries/yellow-party-pack,Pastries/Assorted-Party-Pack-Box-of-24,Yellow Party Pack
Photo-Cupcakes-Corporate,Customised/Photo-Cupcakes-Corporate,Photo Cupcakes 2s
Photo-Printed-Bento-Cake-Logo,Customised/Photo-Printed-Bento-Cake-Logo,Photo Printed Bento Cake with Gift Card
pridemonth/Pride-Month-Cake,Customised/Pride-Month-Cake,Pride Month Cake
pridemonth/Pride-Month-Cake-Bundle,Customised/Pride-Month-Cake-Bundle,Pride Month Cake Bundle
pridemonth/Pride-Month-Cupcakes,Customised/pride-month-cupcakes-6pc,Pride Month Cupcakes (6pc)
rubber-duckie,customised/Rubber-Duckie-Cake-with-Colourful-Balloons,Rubber Duckie Cake with Colourful Balloons
seasonal/national-day-bundle,Customised/national-day-bundle,National Day Bundle
seasonal/national-day-cake,Customised/national-day-cake,National Day Cake
seasonal/national-day-cupcakes,Customised/national-day-cupcakes,National Day Cupcake
Single-&-Unavailable-Cupcakes,Customised/Single-&-Unavailable-Cupcakes,Single & Unavailable (2s)
Strawberry-Lemon-Cake,Classic-Cakes/Classic-Strawberry-Shortcake,Lemon Berry Cake
Strawberry-Lemon-Mini-Cake,Classic-Cakes/Classic-Strawberry-Mini-Shortcake,Lemon Berry Classic Mini Cake
teachers-day/appreciation-cupcakes-2s,Customised/appreciation-cupcakes-2s,Appreciation Cupcakes (2pcs)
teachers-day/teachers-day-cupcakes-2s,Customised/teachers-day-cupcakes-2s,Teachers Day Cupcakes (2s)
Tiger-Beer-Foam-Cake,Customised/Tiger-Beer-Foam-Cake,Tiger Beer Foam Cake
Tri-Color-Company-Logo-Cake,Customised/Tri-Color-Company-Logo-Cake,Tri-Color Company Logo Cake
valentines-day-cake/tiramisu,Customised/tiramisu,Tira-miss-u
valentines-day-cake/Valentines-Day-Bento-Cake,Customised/Valentines-Day-Bento-Cake,Valentines Day Bento Cake (Single)
valentines-day-cake/Valentines-Day-Bento-Cake-Set,Customised/Valentines-Day-Bento-Cake-Set,Duo Valentines Day Bento Cake Bundle
valentines-day/custom-brownie-slab,Customised/custom-brownie-slab,Valentine's Day Brownie Slab
customised/order/customised-cakes-in-singapore,order-customised-cake-singapore,These are URLs in the menu
standard/order/standard-bakes-singapore,collections/Mini-Bites,These are URLs in the menu
cake-discount-promotion-singapore,collections/Classic-Cakes,These are URLs in the menu
dessert-table-singapore,order-customised-cake-singapore,These are URLs in the menu
customised/order/customised-birthday-cakes-singapore,collections/Birthday,These are URLs in the menu
customised/order/customised-men-women-cakes-singapore,collections/Unisex-Adults,These are URLs in the menu
customised/order/customised-kids-birthday-cakes-singapore,collections/Unisex-Kids,These are URLs in the menu
customised/order/customised-colour-cakes-singapore,collections/Rainbow,These are URLs in the menu
customised/order/customised-longevity-cakes-singapore,collections/Longevity,These are URLs in the menu
customised/order/customised-last-minute-cakes-singapore,order-customised-cake-singapore,These are URLs in the menu
customised/order/100days-birthday-cake,collections/100-Days-Cakes,These are URLs in the menu
customised/order/1st-birthday-cake,collections/1st-Birthday-Cakes,These are URLs in the menu
customised/order/21st-birthday-cake,collections/21st-Birthday-Cakes,These are URLs in the menu
customised/order/30th-birthday-cake,collections/30th-Birthday-Cakes,These are URLs in the menu
customised/order/50th-birthday-cake,collections/50th-Birthday-Cakes,These are URLs in the menu
customised/order/60th-birthday-cake,collections/Longevity,These are URLs in the menu
customised/order/70th-birthday-cake,collections/Longevity,These are URLs in the menu
customised/order/80th-birthday-cake,collections/Longevity,These are URLs in the menu
customised/order/babies-breath-cake,collections/Floral,These are URLs in the menu
customised/order/casino-cake,collections/Casino,These are URLs in the menu
customised/order/candyland-cake,collections/Candy,These are URLs in the menu
customised/order/food-drink-cake,collections/Food-and-Drinks,These are URLs in the menu
customised/order/floral-cake,collections/Floral,These are URLs in the menu
customised/order/galaxy-cake,collections,These are URLs in the menu
customised/order/korean-cake,collections/Korean,These are URLs in the menu
customised/order/liquor-cake,collections/Liquor,These are URLs in the menu
customised/order/longevity-cake,collections/Longevity,These are URLs in the menu
customised/order/lottery-cake,collections/Lottery,These are URLs in the menu
customised/order/mahjong-cake,collections/Mahjong,These are URLs in the menu
customised/order/minimalist-cake,collections/Minimalist,These are URLs in the menu
customised/order/music-cake,collections/Music,These are URLs in the menu
customised/order/prank-cake,collections/Prank,These are URLs in the menu
customised/order/sport-cake,collections/Sports,These are URLs in the menu
customised/order/tropical-cake,order-customised-cake-singapore,These are URLs in the menu
customised/order/3d-cake,collections,These are URLs in the menu
customised/order/animal-cake,collections/Animals,These are URLs in the menu
customised/order/balls-cake,collections/Sports,These are URLs in the menu
customised/order/bear-cake,collections/Animals,These are URLs in the menu
customised/order/construction-cake,collections/Construction,These are URLs in the menu
customised/order/dinosaur-cake,collections/Dinosaur,These are URLs in the menu
customised/order/dog-cake,collections/Animals,These are URLs in the menu
customised/order/fairy-cake,collections,These are URLs in the menu
customised/order/farm-cake,collections/Animals,These are URLs in the menu
customised/order/garden-cake,collections/garden,These are URLs in the menu
customised/order/jungle-cake,collections/jungle,These are URLs in the menu
customised/order/mermaid-cake,collections/Mermaid,These are URLs in the menu
customised/order/prince-cake,collections,These are URLs in the menu
